¬ÂÏˇ	J1	J2	J3	R1	R2	R3	60 10JAA10FP901XQ01 P ‰‡‚Î ‚ ‡Á    	82 10JEC01FT901XQ51 “ ’ —– √÷“    	77 10JEC02FT901XQ51 “ √–◊ —– √÷“  	232 10JEA00FP001XQ01 —–(P) œ√ 	102 10JDA00FG912XQ02 œŒ√– √– 12 Œ– —”«	101 10JDA00FG911XQ02 œŒ√– √– 11 Œ– —”«	100 10JDA00FG910XQ02 œŒ√– √– 10 Œ– —”«	241 10JEF10FL902XQ01 L ¬  ƒ JEF10BB001 	237 10JEA10CL004XQ01 ”–Œ¬≈Õ‹  Œ“ÀŒ¬Œ… ¬Œƒ€	51 10KUA12CQ001XQ51 — ¡Œ–    	53 10KBA40CQ001XQ01 Q ¡Œ– ¬ œŒƒœ 1  	63 10JEC00FF903XQ02 —”ÃÃ Œ¡ F ◊/« –≈¿ “ 	54 10JKS00FU901XQ02 N ¿ «, %   	59 10MKA01FE901XQ01 N ›À, %   	243 10JKS10FX901XQ01 Œ‘—≈“    	
18524531.762	4.098E-05	4.0752E-05	7.072E-13	0.0949	0.0952	0.0592	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.91584	0.202179	-4.252399
18524531.788	4.09773E-05	4.07507E-05	7.0976E-13	0.0948	0.0951	0.0626	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.91584	0.202179	-4.252399
18524531.822	4.0976E-05	4.0748E-05	7.1536E-13	0.0946	0.095	0.0698	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.91584	0.202179	-4.252399
18524531.857	4.09773E-05	4.07467E-05	7.1824E-13	0.0946	0.0948	0.0734	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.91584	0.202179	-4.252399
18524531.883	4.098E-05	4.07493E-05	7.2336E-13	0.0946	0.0948	0.0797	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.91584	0.202179	-4.252399
18524531.917	4.09827E-05	4.07507E-05	7.256E-13	0.0945	0.0948	0.0822	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.91584	0.202179	-4.252399
18524531.943	4.09893E-05	4.0752E-05	7.2872E-13	0.0946	0.0947	0.0858	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.91584	0.202179	-4.252399
18524531.978	4.09893E-05	4.07493E-05	7.3048E-13	0.0945	0.0945	0.0876	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.91584	0.202179	-4.252399
18524532.012	4.09867E-05	4.0748E-05	7.3072E-13	0.0943	0.0944	0.0876	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.038	4.0984E-05	4.07493E-05	7.292E-13	0.0942	0.0944	0.0854	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.073	4.0984E-05	4.0744E-05	7.2768E-13	0.0941	0.0942	0.0832	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.099	4.0984E-05	4.07427E-05	7.2416E-13	0.094	0.094	0.0786	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.133	4.09827E-05	4.07427E-05	7.2232E-13	0.0939	0.094	0.0762	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.168	4.09853E-05	4.0744E-05	7.1904E-13	0.0939	0.0939	0.0719	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.194	4.0988E-05	4.07453E-05	7.1792E-13	0.0939	0.0939	0.0704	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.228	4.09947E-05	4.07493E-05	7.1664E-13	0.0939	0.0939	0.0688	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.263	4.09933E-05	4.07493E-05	7.1752E-13	0.0938	0.0938	0.0699	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.289	4.09947E-05	4.07493E-05	7.1856E-13	0.0937	0.0937	0.0712	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.324	4.0996E-05	4.0752E-05	7.2072E-13	0.0937	0.0936	0.074	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.349	4.09973E-05	4.07507E-05	7.2216E-13	0.0936	0.0935	0.0757	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.384	4.10013E-05	4.07493E-05	7.2568E-13	0.0936	0.0934	0.08	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.419	4.10067E-05	4.07533E-05	7.276E-13	0.0936	0.0934	0.0822	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.444	4.10067E-05	4.07533E-05	7.3232E-13	0.0935	0.0933	0.0879	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.479	4.1004E-05	4.0748E-05	7.348E-13	0.0934	0.0931	0.0906	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.505	4.10027E-05	4.07453E-05	7.392E-13	0.0933	0.093	0.0957	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.54	4.1E-05	4.07453E-05	7.4288E-13	0.0931	0.0929	0.0997	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.574	4.0996E-05	4.0744E-05	7.448E-13	0.0929	0.0928	0.1016	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.6	4.1E-05	4.07467E-05	7.4736E-13	0.0929	0.0927	0.1041	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.635	4.10053E-05	4.07533E-05	7.488E-13	0.093	0.0928	0.1054	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.66	4.10107E-05	4.0756E-05	7.512E-13	0.093	0.0928	0.1077	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.695	4.1012E-05	4.07573E-05	7.5248E-13	0.0929	0.0927	0.1087	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.73	4.1008E-05	4.076E-05	7.5544E-13	0.0928	0.0927	0.1116	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.756	4.10067E-05	4.076E-05	7.588E-13	0.0926	0.0926	0.115	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.79	4.1004E-05	4.07573E-05	7.5992E-13	0.0925	0.0924	0.1157	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.816	4.09987E-05	4.07573E-05	7.6232E-13	0.0923	0.0924	0.1179	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.851	4.09933E-05	4.076E-05	7.6296E-13	0.0921	0.0923	0.118	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.885	4.09907E-05	4.07613E-05	7.644E-13	0.0919	0.0923	0.119	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.911	4.0988E-05	4.07587E-05	7.6472E-13	0.0918	0.0921	0.1188	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.946	4.0988E-05	4.07547E-05	7.6576E-13	0.0917	0.0919	0.1194	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524532.98	4.0988E-05	4.07533E-05	7.6616E-13	0.0916	0.0918	0.1193	15.85036	290.1661	302.0884	6.796236	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90858.28	1208.8944	0.1989949	-4.252399
18524533.006	4.09907E-05	4.076E-05	7.6768E-13	0.0916	0.0919	0.1205	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.041	4.0992E-05	4.07627E-05	7.6992E-13	0.0916	0.0919	0.1224	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.067	4.0992E-05	4.0768E-05	7.7144E-13	0.0915	0.0919	0.1235	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.101	4.09933E-05	4.0768E-05	7.7384E-13	0.0914	0.0918	0.1256	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.136	4.09907E-05	4.07627E-05	7.7496E-13	0.0913	0.0916	0.1262	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.162	4.09933E-05	4.07627E-05	7.7632E-13	0.0912	0.0915	0.1271	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.196	4.09947E-05	4.07627E-05	7.7656E-13	0.0912	0.0914	0.1268	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.222	4.09973E-05	4.07627E-05	7.7624E-13	0.0912	0.0913	0.1258	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.257	4.09987E-05	4.07613E-05	7.756E-13	0.0911	0.0912	0.1245	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.291	4.09973E-05	4.07573E-05	7.7408E-13	0.091	0.091	0.1223	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.317	4.0996E-05	4.07547E-05	7.7272E-13	0.0909	0.0909	0.1203	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.352	4.09947E-05	4.07493E-05	7.72E-13	0.0908	0.0907	0.119	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.386	4.09987E-05	4.07453E-05	7.696E-13	0.0908	0.0905	0.1158	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.412	4.1E-05	4.07413E-05	7.6816E-13	0.0907	0.0904	0.1138	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.447	4.10013E-05	4.07453E-05	7.636E-13	0.0907	0.0904	0.1082	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.473	4.10027E-05	4.0752E-05	7.608E-13	0.0906	0.0904	0.1047	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.507	4.10093E-05	4.07547E-05	7.544E-13	0.0907	0.0904	0.097	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.542	4.10107E-05	4.07533E-05	7.4776E-13	0.0906	0.0903	0.0891	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.568	4.10173E-05	4.07533E-05	7.444E-13	0.0907	0.0902	0.085	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.602	4.10213E-05	4.07533E-05	7.3856E-13	0.0906	0.0901	0.078	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.628	4.10227E-05	4.0756E-05	7.36E-13	0.0906	0.0901	0.075	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.663	4.102E-05	4.07533E-05	7.3136E-13	0.0904	0.0899	0.0694	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.697	4.10213E-05	4.07507E-05	7.2928E-13	0.0904	0.0898	0.0671	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.723	4.1016E-05	4.07507E-05	7.2448E-13	0.0902	0.0897	0.0613	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.758	4.10147E-05	4.0748E-05	7.2176E-13	0.0901	0.0896	0.0582	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.784	4.10173E-05	4.07467E-05	7.1608E-13	0.09	0.0895	0.0512	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.818	4.1016E-05	4.0744E-05	7.0912E-13	0.0899	0.0893	0.0426	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.853	4.1016E-05	4.0744E-05	7.0576E-13	0.0898	0.0893	0.0387	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.879	4.102E-05	4.07467E-05	6.984E-13	0.0898	0.0892	0.0293	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.913	4.10227E-05	4.07413E-05	6.9504E-13	0.0898	0.089	0.0255	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.948	4.10213E-05	4.07413E-05	6.8896E-13	0.0897	0.089	0.0178	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524533.974	4.10213E-05	4.07413E-05	6.8648E-13	0.0896	0.0889	0.0152	15.84857	290.166	302.0871	6.795241	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90808.28	1208.29312	0.197408	-4.252399
18524534.008	4.10213E-05	4.07467E-05	6.8168E-13	0.0895	0.0889	0.0093	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.034	4.10173E-05	4.07493E-05	6.7736E-13	0.0893	0.0889	0.004	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.069	4.102E-05	4.07507E-05	6.7528E-13	0.0893	0.0888	0.002	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.103	4.10213E-05	4.07533E-05	6.7192E-13	0.0892	0.0888	-0.0019	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.129	4.1016E-05	4.07573E-05	6.708E-13	0.089	0.0888	-0.0025	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.164	4.10147E-05	4.07547E-05	6.6936E-13	0.0889	0.0887	-0.0036	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.19	4.10093E-05	4.07573E-05	6.6872E-13	0.0887	0.0887	-0.0035	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.224	4.1004E-05	4.076E-05	6.6704E-13	0.0885	0.0886	-0.005	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.259	4.10053E-05	4.07587E-05	6.6592E-13	0.0885	0.0885	-0.0057	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.285	4.10053E-05	4.07547E-05	6.632E-13	0.0884	0.0883	-0.0088	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.319	4.1004E-05	4.0756E-05	6.5992E-13	0.0883	0.0883	-0.0127	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.345	4.1E-05	4.07533E-05	6.584E-13	0.0881	0.0882	-0.014	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.38	4.09947E-05	4.0752E-05	6.564E-13	0.0879	0.088	-0.016	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.414	4.0992E-05	4.0756E-05	6.5576E-13	0.0878	0.088	-0.0159	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.44	4.09947E-05	4.07613E-05	6.5592E-13	0.0878	0.0881	-0.0147	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.475	4.0996E-05	4.07667E-05	6.5664E-13	0.0877	0.0881	-0.0126	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.501	4.09987E-05	4.0772E-05	6.5984E-13	0.0877	0.0881	-0.0068	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.535	4.1E-05	4.07733E-05	6.6176E-13	0.0876	0.0881	-0.0031	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.57	4.10013E-05	4.07707E-05	6.6536E-13	0.0876	0.0879	0.003	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.596	4.10013E-05	4.07707E-05	6.6856E-13	0.0875	0.0879	0.0083	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.63	4.1E-05	4.07693E-05	6.6976E-13	0.0874	0.0877	0.0106	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.665	4.1E-05	4.07667E-05	6.7136E-13	0.0873	0.0876	0.0135	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.691	4.09973E-05	4.07693E-05	6.7168E-13	0.0872	0.0876	0.0144	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.725	4.10027E-05	4.0768E-05	6.7168E-13	0.0872	0.0875	0.0149	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.751	4.10053E-05	4.07693E-05	6.716E-13	0.0872	0.0874	0.0152	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.786	4.10053E-05	4.07693E-05	6.7192E-13	0.0871	0.0873	0.0162	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.82	4.1008E-05	4.0768E-05	6.7248E-13	0.0871	0.0872	0.0174	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.846	4.10093E-05	4.07627E-05	6.7448E-13	0.0871	0.087	0.0207	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.881	4.1008E-05	4.07627E-05	6.7792E-13	0.0869	0.0869	0.0259	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.907	4.10027E-05	4.07547E-05	6.7968E-13	0.0867	0.0867	0.0287	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.941	4.1E-05	4.07507E-05	6.8328E-13	0.0866	0.0865	0.034	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524534.976	4.09987E-05	4.07533E-05	6.8488E-13	0.0865	0.0865	0.0364	15.84877	290.1672	302.0883	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90802.08	1208.28	0.197408	-4.252399
18524535.002	4.09933E-05	4.0744E-05	6.8792E-13	0.0863	0.0862	0.0407	15.84797	290.1649	302.0916	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90757.08	1208.27136	0.202179	-4.25535
18524535.036	4.09947E-05	4.07427E-05	6.8992E-13	0.0863	0.0861	0.0435	15.84797	290.1649	302.0916	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90757.08	1208.27136	0.202179	-4.25535
18524535.071	4.0992E-05	4.0752E-05	6.9416E-13	0.0861	0.0862	0.0493	15.84797	290.1649	302.0916	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90757.08	1208.27136	0.202179	-4.25535
18524535.097	4.09893E-05	4.07533E-05	6.9632E-13	0.086	0.0862	0.0522	15.84797	290.1649	302.0916	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90757.08	1208.27136	0.202179	-4.25535
18524535.132	4.0988E-05	4.07533E-05	6.9976E-13	0.0859	0.0861	0.0567	15.84797	290.1649	302.0916	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90757.08	1208.27136	0.202179	-4.25535
18524535.157	4.09893E-05	4.07547E-05	7.02E-13	0.0858	0.0861	0.0596	15.84797	290.1649	302.0916	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90757.08	1208.27136	0.202179	-4.25535
18524535.192	4.09853E-05	4.07547E-05	7.0272E-13	0.0857	0.086	0.0604	15.84797	290.1649	302.0916	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90757.08	1208.27136	0.202179	-4.25535
18524535.227	4.09827E-05	4.07547E-05	7.0496E-13	0.0855	0.0859	0.0632	15.84797	290.1649	302.0916	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90757.08	1208.27136	0.202179	-4.25535
18524535.252	4.09893E-05	4.07573E-05	7.064E-13	0.0856	0.0859	0.0649	15.84797	290.1649	302.0916	6.795832	81.88445	103.04	103.04	5.952393	2.824219	6.123997	4.528809	90757.08	1208.27136	0.202179	-4.25535
